"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","87","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:10 GMT 2025","96","","Update Book API Testing","","Admin updates the Book with valid data","","Admin updates the Book with valid data",""
"passed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","100","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","93","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Fri Jan 03 18:18:05 GMT 2025","Fri Jan 03 18:18:07 GMT 2025","1893","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","98","","Get Book By ID API Testing","","Admin attempts to retrieve a non-existent book","","Admin attempts to retrieve a non-existent book",""
"passed","Fri Jan 03 18:18:23 GMT 2025","Fri Jan 03 18:18:29 GMT 2025","6424","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","437","","Get Book By ID API Testing","","Admin retrieves a specific book","","Admin retrieves a specific book",""
"failed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","96","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"passed","Fri Jan 03 18:19:03 GMT 2025","Fri Jan 03 18:19:11 GMT 2025","7662","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","106","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","91","","Get Book Requests","","User GET all books","","User GET all books",""
