"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 12:48:13 GMT 2025","Fri Jan 03 12:48:14 GMT 2025","90","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Fri Jan 03 12:48:56 GMT 2025","Fri Jan 03 12:49:08 GMT 2025","11410","","Add review to a product","","Add review to a product","","Add review to a product","  As a user
  I want to add review to the products"
"passed","Fri Jan 03 12:49:08 GMT 2025","Fri Jan 03 12:49:17 GMT 2025","8943","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"failed","Fri Jan 03 12:48:14 GMT 2025","Fri Jan 03 12:48:14 GMT 2025","89","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"broken","Fri Jan 03 12:49:17 GMT 2025","Fri Jan 03 12:52:58 GMT 2025","221441","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"broken","Fri Jan 03 12:53:12 GMT 2025","Fri Jan 03 12:53:30 GMT 2025","17630","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"passed","Fri Jan 03 12:48:10 GMT 2025","Fri Jan 03 12:48:12 GMT 2025","1848","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"failed","Fri Jan 03 12:48:12 GMT 2025","Fri Jan 03 12:48:12 GMT 2025","95","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"broken","Fri Jan 03 12:53:30 GMT 2025","Fri Jan 03 12:53:39 GMT 2025","9005","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"skipped","Fri Jan 03 12:48:12 GMT 2025","Fri Jan 03 12:48:12 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Fri Jan 03 12:48:13 GMT 2025","Fri Jan 03 12:48:13 GMT 2025","459","","Get Book By ID API Testing","","Admin retrieves a specific book","","Admin retrieves a specific book",""
"passed","Fri Jan 03 12:48:26 GMT 2025","Fri Jan 03 12:48:44 GMT 2025","17657","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"failed","Fri Jan 03 12:48:12 GMT 2025","Fri Jan 03 12:48:12 GMT 2025","105","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Fri Jan 03 12:48:13 GMT 2025","Fri Jan 03 12:48:13 GMT 2025","89","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"skipped","Fri Jan 03 12:48:12 GMT 2025","Fri Jan 03 12:48:12 GMT 2025","2","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
