"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","93","","Get Book By ID API Testing","","Admin attempts to retrieve a non-existent book","","Admin attempts to retrieve a non-existent book",""
"failed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","90","","Get Book By ID API Testing","","User retrieves a specific book","","User retrieves a specific book",""
"passed","Sat Jan 04 02:59:15 GMT 2025","Sat Jan 04 02:59:22 GMT 2025","7813","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","104","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"failed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","98","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"passed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","34","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","90","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Sat Jan 04 02:58:28 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","104","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"broken","Sat Jan 04 03:01:33 GMT 2025","Sat Jan 04 03:01:41 GMT 2025","8291","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"failed","Sat Jan 04 02:58:31 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","90","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"broken","Sat Jan 04 02:59:22 GMT 2025","Sat Jan 04 02:59:31 GMT 2025","8246","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"passed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","408","","Get Book By ID API Testing","","Admin retrieves a specific book","","Admin retrieves a specific book",""
"passed","Sat Jan 04 02:58:50 GMT 2025","Sat Jan 04 02:58:54 GMT 2025","4619","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"broken","Sat Jan 04 03:01:45 GMT 2025","Sat Jan 04 03:01:51 GMT 2025","6365","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"passed","Sat Jan 04 02:58:27 GMT 2025","Sat Jan 04 02:58:28 GMT 2025","1783","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Sat Jan 04 02:58:31 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","86","","Update Book API Testing","","User tries to updates the Book with mismatch IDs","","User tries to updates the Book with mismatch IDs",""
"passed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","107","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","90","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"passed","Sat Jan 04 02:58:31 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","94","","Update Book API Testing","","Admin updates the book with non-existing ID","","Admin updates the book with non-existing ID",""
"passed","Sat Jan 04 02:59:31 GMT 2025","Sat Jan 04 03:01:20 GMT 2025","109530","","Proceed to Checkout and Place Order","","User proceeds to checkout","","User proceeds to checkout","  As a  user
  I want to add products to the cart
  and proceed to checkout
  So that I can place an order without an account, but I must create an account to complete the purchase."
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","102","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Sat Jan 04 02:58:42 GMT 2025","Sat Jan 04 02:58:50 GMT 2025","7405","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
