"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 16:34:48 GMT 2025","Fri Jan 03 16:34:48 GMT 2025","88","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"passed","Fri Jan 03 16:38:49 GMT 2025","Fri Jan 03 16:38:54 GMT 2025","4435","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"failed","Fri Jan 03 16:34:47 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","96","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"failed","Fri Jan 03 16:34:47 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","105","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"broken","Fri Jan 03 16:35:47 GMT 2025","Fri Jan 03 16:35:52 GMT 2025","4970","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"failed","Fri Jan 03 16:34:48 GMT 2025","Fri Jan 03 16:34:48 GMT 2025","88","","Get Book By ID API Testing","","Admin retrieves a specific book","","Admin retrieves a specific book",""
"passed","Fri Jan 03 16:34:49 GMT 2025","Fri Jan 03 16:34:49 GMT 2025","86","","Update Book API Testing","","User tries to updates the Book with mismatch IDs","","User tries to updates the Book with mismatch IDs",""
"passed","Fri Jan 03 16:34:49 GMT 2025","Fri Jan 03 16:34:49 GMT 2025","89","","Update Book API Testing","","User updates the Book with valid data","","User updates the Book with valid data",""
"failed","Fri Jan 03 16:34:48 GMT 2025","Fri Jan 03 16:34:48 GMT 2025","89","","Get Book By ID API Testing","","User retrieves a specific book","","User retrieves a specific book",""
"passed","Fri Jan 03 16:34:47 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","95","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Fri Jan 03 16:35:22 GMT 2025","Fri Jan 03 16:35:25 GMT 2025","3044","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"passed","Fri Jan 03 16:38:37 GMT 2025","Fri Jan 03 16:38:46 GMT 2025","8559","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"failed","Fri Jan 03 16:34:47 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","105","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Fri Jan 03 16:34:49 GMT 2025","Fri Jan 03 16:34:49 GMT 2025","88","","Update Book API Testing","","Admin updates the book with non-existing ID","","Admin updates the book with non-existing ID",""
"passed","Fri Jan 03 16:34:48 GMT 2025","Fri Jan 03 16:34:48 GMT 2025","95","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Fri Jan 03 16:34:49 GMT 2025","Fri Jan 03 16:34:49 GMT 2025","90","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"failed","Fri Jan 03 16:34:47 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","93","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Fri Jan 03 16:34:45 GMT 2025","Fri Jan 03 16:34:47 GMT 2025","1889","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
